Best_individual,Fitness_values,Time (hours)
"('poisson', 'random', 22, 1, np.float64(-7.756076102716785))",0.5265582166122593,1.5628404087490506e-05
"('poisson', 'random', 22, 1, np.float64(-7.756076102716785))",0.5265582166122593,1.476658715142144e-05
