Best_individual,Fitness_values,Time (hours)
"(np.float64(-9.210340371976182), 'auto')",0.8627525044152842,1.4718837208218044e-05
"(np.float64(-9.210340371976182), 'auto')",0.8627525044152842,1.4569163322448731e-05
