Best_individual,Fitness_values,Time (hours)
"(199, 'absolute_error', 12, 1, np.float64(-8.846774304661333))",0.7891292178359346,0.0008775046798917982
"(199, 'absolute_error', 12, 1, np.float64(-8.846774304661333))",0.7891292178359346,0.00102260066403283
