hyperparameters,Accuracy_score
"(29.500000000000004, np.float64(-9.210340371976182))",0.6089731381525108
"(24.6, np.float64(-8.846774304661333))",0.6256189610294411
"(54.00000000000001, np.float64(-8.483208237346483))",0.5494679015391148
"(39.300000000000004, np.float64(-8.119642170031634))",0.5819700547288913
"(44.2, np.float64(-7.756076102716785))",0.5703679474263023
"(39.300000000000004, np.float64(-7.392510035401935))",0.5819700547288913
"(68.7, np.float64(-7.028943968087086))",0.521921326687875
"(127.5, np.float64(-6.665377900772237))",0.43615525277710426
"(176.5, np.float64(-6.301811833457387))",0.3824663153162253
"(0.1, np.float64(-5.938245766142538))",0.8612228468007278
"(181.4, np.float64(-5.574679698827689))",0.37771991277302636
"(107.9, np.float64(-5.2111136315128395))",0.4615227512394861
"(147.1, np.float64(-4.84754756419799))",0.4131960333678489
"(166.70000000000002, np.float64(-4.483981496883141))",0.3922649074069883
"(191.20000000000002, np.float64(-4.1204154295682915))",0.3685154498239839
"(127.5, np.float64(-3.7568493622534422))",0.43615525277710426
"(186.3, np.float64(-3.393283294938593))",0.37307072644574996
"(0.1, np.float64(-3.0297172276237436))",0.8612228468007278
"(58.900000000000006, np.float64(-2.6661511603088943))",0.5398657227563312
"(191.20000000000002, np.float64(-2.3025850929940455))",0.3685154498239839
"(9.9, np.float64(-5.313319606880013))",0.7117978452788396
"(73.6, np.float64(-5.986359649829395))",0.5134735950248848
"(49.1, np.float64(-7.871792673906083))",0.5595946939871181
"(73.6, np.float64(-5.917360851263385))",0.5134735950248848
"(98.1, np.float64(-5.962807102352687))",0.47526632461521545
"(0.1, np.float64(-5.858821611596654))",0.8612228468007278
