Best_individual,Fitness_values,Time (hours)
"(0.1, np.float64(-5.938245766142538))",0.8612228468007278,1.5014012654622397e-05
"(0.1, np.float64(-5.938245766142538))",0.8612228468007278,1.4903280470106337e-05
