hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 0.5)",0.8629726399548358
"(np.float64(-8.846774304661333), 0.6)",0.8629576395304017
"(np.float64(-8.483208237346483), 0.6)",0.8629647030078423
"(np.float64(-8.119642170031634), 0.7)",0.8627988114802274
"(np.float64(-7.756076102716785), 0.7)",0.8625920249790611
"(np.float64(-7.392510035401935), 0.4)",0.8626908837050755
"(np.float64(-7.028943968087086), 0.4)",0.8621877592958389
"(np.float64(-6.665377900772237), 0.5)",0.8608375468589314
"(np.float64(-6.301811833457387), 0.4)",0.8596636065941006
"(np.float64(-5.938245766142538), 0.4)",0.8575784292972215
"(np.float64(-5.574679698827689), 0.5)",0.8564071491204654
"(np.float64(-5.2111136315128395), 0.6)",0.8560348724892595
"(np.float64(-4.84754756419799), 0.6)",0.8550824755942517
"(np.float64(-4.483981496883141), 0.6)",0.8542946122145519
"(np.float64(-4.1204154295682915), 0.7)",0.8541866834261527
"(np.float64(-3.7568493622534422), 0.7)",0.8514680856880779
"(np.float64(-3.393283294938593), 0.6)",0.8442071869647473
"(np.float64(-3.0297172276237436), 0.7)",0.8370034233127376
"(np.float64(-2.6661511603088943), 0.7)",0.8216211515672144
"(np.float64(-2.3025850929940455), 0.6)",0.7922521401556459
"(np.float64(-7.092637800262455), 0.7)",0.8615212809178667
"(np.float64(-5.874398624856422), 0.6)",0.8565630589268156
"(np.float64(-8.888479043928253), 0.6)",0.8629548438228132
"(np.float64(-7.733217655933098), 0.4)",0.8629678243675039
"(np.float64(-7.88089010925232), 0.4)",0.8630385758457082
"(np.float64(-7.392510035401935), 0.7)",0.8621536988273585
