hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 'auto')",0.8627525044152842
"(np.float64(-8.846774304661333), 'auto')",0.8626395032122841
"(np.float64(-8.483208237346483), 'svd')",0.8625548969522923
"(np.float64(-8.119642170031634), 'eigen')",0.8623605091177846
"(np.float64(-7.756076102716785), 'svd')",0.8619692988628764
"(np.float64(-7.392510035401935), 'svd')",0.8611745204793322
"(np.float64(-7.028943968087086), 'svd')",0.8591539150710976
"(np.float64(-6.665377900772237), 'auto')",0.855707934721274
"(np.float64(-6.301811833457387), 'eigen')",0.8564632005313713
"(np.float64(-5.938245766142538), 'auto')",0.8568406382716607
"(np.float64(-5.574679698827689), 'auto')",0.8565213276939374
"(np.float64(-5.2111136315128395), 'auto')",0.8558020419856351
"(np.float64(-4.84754756419799), 'auto')",0.8563176319467238
"(np.float64(-4.483981496883141), 'svd')",0.8567598921028055
"(np.float64(-4.1204154295682915), 'svd')",0.8561795023271745
"(np.float64(-3.7568493622534422), 'auto')",0.8543795635023481
"(np.float64(-3.393283294938593), 'eigen')",0.8507667687844136
"(np.float64(-3.0297172276237436), 'auto')",0.8442655851929679
"(np.float64(-2.6661511603088943), 'eigen')",0.8314276697470493
"(np.float64(-2.3025850929940455), 'eigen')",0.804817328284869
"(np.float64(-7.0341255940926555), 'auto')",0.8592024960409677
"(np.float64(-8.65570171944076), 'auto')",0.8626004311526362
"(np.float64(-8.119642170031634), 'svd')",0.8623605091177846
"(np.float64(-7.508587777325246), 'eigen')",0.8614920651970404
"(np.float64(-8.564966383943785), 'svd')",0.8625798314316002
"(np.float64(-8.119642170031634), 'auto')",0.8623605091177846
