Best_individual,Fitness_values,Time (hours)
"('absolute_error', 1543, 32, 10, np.float64(-8.483208237346483))",0.7294877861779271,0.0028751830259958902
"('absolute_error', 1543, 32, 10, np.float64(-8.483208237346483))",0.7294877861779271,0.0030564881695641414
