Best_individual,Fitness_values,Time (hours)
"(np.float64(-7.392510035401935), 'tanh', 100, 160, 80)",0.17305463698045304,0.0001431959867477417
"(np.float64(-7.392510035401935), 'tanh', 100, 160, 80)",0.17305463698045304,0.00010536644193861219
