hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 0.7)",0.1743150035160862
"(np.float64(-8.846774304661333), 0.7)",0.1775722811514152
"(np.float64(-8.483208237346483), 0.6)",0.18153101196208787
"(np.float64(-8.119642170031634), 0.4)",0.18549255034478485
"(np.float64(-7.756076102716785), 0.6)",0.19341736954131683
"(np.float64(-7.392510035401935), 0.7)",0.202677834667517
"(np.float64(-7.028943968087086), 0.6)",0.2077194374042835
"(np.float64(-6.665377900772237), 0.7)",0.21043769842945415
"(np.float64(-6.301811833457387), 0.5)",0.21129924355062085
"(np.float64(-5.938245766142538), 0.6)",0.2145842202461365
"(np.float64(-5.574679698827689), 0.7)",0.21989011368491218
"(np.float64(-5.2111136315128395), 0.6)",0.22368796412486786
"(np.float64(-4.84754756419799), 0.7)",0.23171484049857116
"(np.float64(-4.483981496883141), 0.7)",0.23658210646978756
"(np.float64(-4.1204154295682915), 0.4)",0.23742078047426346
"(np.float64(-3.7568493622534422), 0.5)",0.23698783766848847
"(np.float64(-3.393283294938593), 0.6)",0.2099570296172832
"(np.float64(-3.0297172276237436), 0.4)",0.21381023375296215
"(np.float64(-2.6661511603088943), 0.6)",0.19168844248784223
"(np.float64(-2.3025850929940455), 0.6)",0.1500693978881758
"(np.float64(-8.437051237113126), 0.7)",0.18256859421378446
"(np.float64(-8.839773463718606), 0.6)",0.17743052526965575
"(np.float64(-7.778323597581538), 0.7)",0.19417021589432876
"(np.float64(-4.645704451030818), 0.4)",0.22861523054766042
"(np.float64(-4.247437527478506), 0.7)",0.2371173607266594
"(np.float64(-5.558206515779718), 0.4)",0.2160557483205689
