Best_individual,Fitness_values,Time (hours)
"(93, 'absolute_error', 2, 1, np.float64(-8.570857856617812))",0.15644204236120351,0.0004414404100841946
"(163, 'absolute_error', 2, 11, np.float64(-6.665377900772237))",0.14031972658214456,0.0005879285600450304
