hyperparameters,Accuracy_score
"('linear', np.float64(1.0))",0.37673875828727177
"('rbf', np.float64(6.2105263157894735))",-0.16684170140450702
"('rbf', np.float64(11.421052631578947))",-0.16754351853869132
"('poly', np.float64(16.63157894736842))",-0.10155886330417016
"('linear', np.float64(21.842105263157894))",-2.7304618349863996
"('poly', np.float64(27.052631578947366))",-0.04202414241405922
"('rbf', np.float64(32.26315789473684))",-0.09622659790077717
"('rbf', np.float64(37.473684210526315))",-0.09666161301930454
"('linear', np.float64(42.68421052631579))",-8.069309918921281
"('linear', np.float64(47.89473684210526))",-10.919699128997529
"('poly', np.float64(53.10526315789473))",0.004401431980922077
"('linear', np.float64(58.315789473684205))",-13.729781364719898
"('poly', np.float64(63.526315789473685))",0.010032245314799987
"('linear', np.float64(68.73684210526315))",-21.69564929664248
"('linear', np.float64(73.94736842105263))",-43.95449113430841
"('rbf', np.float64(79.1578947368421))",-0.02694002672517387
"('linear', np.float64(84.36842105263158))",-32.86876274369736
"('poly', np.float64(89.57894736842105))",0.04343309508900475
"('linear', np.float64(94.78947368421052))",-43.40311874022257
"('linear', np.float64(100.0))",-41.64967432713726
"('linear', np.float64(31.599193055922623))",-3.511173689012569
"('rbf', np.float64(19.95957613806863))",-0.13660560407655203
"('linear', np.float64(6.197669083182385))",0.21059242503809333
"('poly', np.float64(61.84216695071595))",0.008989428856908788
"('rbf', np.float64(42.068950638444264))",-0.09555380821852524
"('linear', np.float64(77.56078491942876))",-25.25418538328559
