Best_individual,Fitness_values,Time (hours)
"(9.9, np.float64(-5.938245766142538))",0.24413903870704928,1.4773805936177572e-05
"(9.9, np.float64(-5.938245766142538))",0.24413903870704928,1.4662875069512262e-05
