Best_individual,Fitness_values,Time (hours)
"('absolute_error', 'random', 22, 11, np.float64(-3.2027583650155673))",0.07000519307562492,1.4821555879380969e-05
"('friedman_mse', 'best', 32, 11, np.float64(-7.756076102716785))",-0.024380089356708684,1.499334971110026e-05
