hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 'svd')",0.17463937821307485
"(np.float64(-8.846774304661333), 'auto')",0.17820581082172599
"(np.float64(-8.483208237346483), 'eigen')",0.18314314657640463
"(np.float64(-8.119642170031634), 'eigen')",0.18984827357548606
"(np.float64(-7.756076102716785), 'eigen')",0.19866363522260466
"(np.float64(-7.392510035401935), 'svd')",0.2063590034667458
"(np.float64(-7.028943968087086), 'auto')",0.21024303172248232
"(np.float64(-6.665377900772237), 'svd')",0.21195202935682306
"(np.float64(-6.301811833457387), 'eigen')",0.21437707220587493
"(np.float64(-5.938245766142538), 'eigen')",0.21873596836943499
"(np.float64(-5.574679698827689), 'auto')",0.22414529686631313
"(np.float64(-5.2111136315128395), 'svd')",0.23013841441552235
"(np.float64(-4.84754756419799), 'auto')",0.23507028093061116
"(np.float64(-4.483981496883141), 'auto')",0.23521674174707624
"(np.float64(-4.1204154295682915), 'eigen')",0.22320240809882858
"(np.float64(-3.7568493622534422), 'eigen')",0.20997064107580565
"(np.float64(-3.393283294938593), 'eigen')",0.20608212532965214
"(np.float64(-3.0297172276237436), 'auto')",0.18377655541520677
"(np.float64(-2.6661511603088943), 'auto')",0.12952730171866367
"(np.float64(-2.3025850929940455), 'eigen')",0.05723126571642642
"(np.float64(-4.373260130161244), 'auto')",0.23344676382849955
"(np.float64(-7.60032242279952), 'auto')",0.2026711263997127
"(np.float64(-8.078269558736237), 'auto')",0.19074048183736086
"(np.float64(-6.569159486317263), 'svd')",0.21247590491321344
"(np.float64(-5.50457456146913), 'eigen')",0.22528312525258326
"(np.float64(-6.137736348696788), 'auto')",0.21620992347139617
