Best_individual,Fitness_values,Time (hours)
"(np.float64(-4.1204154295682915), 0.4)",0.23742078047426346,1.5596350034077964e-05
"(np.float64(-4.1204154295682915), 0.4)",0.23742078047426346,1.5248523818122016e-05
