Best_individual,Fitness_values,Time (hours)
"('huber', 762, 32, 10, np.float64(-5.938245766142538))",0.102944112177976,0.006714176270696852
"('huber', 762, 32, 10, np.float64(-5.938245766142538))",0.102944112177976,0.008743605878618029
