Best_individual,Fitness_values,Time (hours)
"(0.1, np.float64(-7.392510035401935))",0.9530519290117045,1.4973680178324382e-05
"(0.1, np.float64(-7.392510035401935))",0.9530519290117045,1.4806787172953287e-05
