Best_individual,Fitness_values,Time (hours)
"(187, 'poisson', 2, 1, np.float64(-8.605543794959521))",0.869910025304233,0.0006320849392149184
"(175, 'absolute_error', 32, 1, np.float64(-3.7568493622534422))",-0.1093058307824496,0.00033817695246802436
