hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 0.7)",0.9568733504759128
"(np.float64(-8.846774304661333), 0.6)",0.9569764343847164
"(np.float64(-8.483208237346483), 0.5)",0.9570500949671619
"(np.float64(-8.119642170031634), 0.4)",0.9570162821319456
"(np.float64(-7.756076102716785), 0.5)",0.9568614346059398
"(np.float64(-7.392510035401935), 0.7)",0.9565763201474546
"(np.float64(-7.028943968087086), 0.7)",0.9558512567143027
"(np.float64(-6.665377900772237), 0.5)",0.9544654956628736
"(np.float64(-6.301811833457387), 0.5)",0.9529402515423719
"(np.float64(-5.938245766142538), 0.7)",0.949811885485123
"(np.float64(-5.574679698827689), 0.6)",0.9484770254865744
"(np.float64(-5.2111136315128395), 0.4)",0.9491039291221448
"(np.float64(-4.84754756419799), 0.5)",0.9485106498676463
"(np.float64(-4.483981496883141), 0.7)",0.9469143464691036
"(np.float64(-4.1204154295682915), 0.6)",0.9455267059211461
"(np.float64(-3.7568493622534422), 0.7)",0.9403674721663537
"(np.float64(-3.393283294938593), 0.6)",0.9358475110086242
"(np.float64(-3.0297172276237436), 0.4)",0.933050516031402
"(np.float64(-2.6661511603088943), 0.6)",0.9200738354350088
"(np.float64(-2.3025850929940455), 0.5)",0.9018329577059553
"(np.float64(-7.94685531415657), 0.4)",0.9569454053829982
"(np.float64(-8.234495529390529), 0.6)",0.9570448347071587
"(np.float64(-3.5276662333691458), 0.7)",0.9371693065139817
"(np.float64(-8.205922096145123), 0.4)",0.9570375321020126
"(np.float64(-8.54489364204264), 0.7)",0.9570042800825671
"(np.float64(-8.846774304661333), 0.7)",0.9569479352746459
