Best_individual,Fitness_values,Time (hours)
"(np.float64(-8.119642170031634), 'svd')",0.9569536163635661,1.4703008863661024e-05
"(np.float64(-8.119642170031634), 'svd')",0.9569536163635661,1.4593137635125054e-05
