Best_individual,Fitness_values,Time (hours)
"(np.float64(-8.483208237346483), 0.5)",0.9570500949671619,1.478764745924208e-05
"(np.float64(-8.483208237346483), 0.5)",0.9570500949671619,1.44730011622111e-05
