hyperparameters,Accuracy_score
"(np.float64(-9.210340371976182), 'eigen')",0.9567727270707576
"(np.float64(-8.846774304661333), 'auto')",0.9568327576498219
"(np.float64(-8.483208237346483), 'svd')",0.9568982737411333
"(np.float64(-8.119642170031634), 'svd')",0.9569536163635661
"(np.float64(-7.756076102716785), 'eigen')",0.9569495022550703
"(np.float64(-7.392510035401935), 'auto')",0.9567604186947317
"(np.float64(-7.028943968087086), 'auto')",0.9561455756582511
"(np.float64(-6.665377900772237), 'auto')",0.9546304688651011
"(np.float64(-6.301811833457387), 'eigen')",0.9509778240542005
"(np.float64(-5.938245766142538), 'auto')",0.947864849601133
"(np.float64(-5.574679698827689), 'svd')",0.9478454554204849
"(np.float64(-5.2111136315128395), 'eigen')",0.9477169815295643
"(np.float64(-4.84754756419799), 'eigen')",0.9470008656706064
"(np.float64(-4.483981496883141), 'auto')",0.9448182615341374
"(np.float64(-4.1204154295682915), 'svd')",0.940960026831543
"(np.float64(-3.7568493622534422), 'svd')",0.9393612109062056
"(np.float64(-3.393283294938593), 'auto')",0.9363740654507358
"(np.float64(-3.0297172276237436), 'auto')",0.9330666471423401
"(np.float64(-2.6661511603088943), 'eigen')",0.9261483698480601
"(np.float64(-2.3025850929940455), 'eigen')",0.9119347987130634
"(np.float64(-5.159737989872871), 'eigen')",0.9476623327599393
"(np.float64(-9.153307200507706), 'eigen')",0.9567813034831322
"(np.float64(-9.210340371976182), 'auto')",0.9567727270707576
"(np.float64(-8.052604226718337), 'eigen')",0.9569591570226363
"(np.float64(-8.342045205942682), 'eigen')",0.9569227445022228
"(np.float64(-7.40923100271532), 'svd')",0.9567787193282759
