hyperparameters,Accuracy_score
"('linear', np.float64(1.0))",0.9465160231530572
"('poly', np.float64(6.2105263157894735))",-0.1473182396250503
"('poly', np.float64(11.421052631578947))",-0.11403680976182434
"('rbf', np.float64(16.63157894736842))",0.16234439095229028
"('rbf', np.float64(21.842105263157894))",0.20539361940394787
"('linear', np.float64(27.052631578947366))",0.3468084166049681
"('rbf', np.float64(32.26315789473684))",0.22582292982052748
"('poly', np.float64(37.473684210526315))",0.029147583506286268
"('poly', np.float64(42.68421052631579))",0.04624974163723822
"('rbf', np.float64(47.89473684210526))",0.2487865864610038
"('linear', np.float64(53.10526315789473))",-0.08972092433202622
"('poly', np.float64(58.315789473684205))",0.09245283642096211
"('linear', np.float64(63.526315789473685))",0.01343317585617998
"('poly', np.float64(68.73684210526315))",0.11937487654567186
"('linear', np.float64(73.94736842105263))",-1.568926369934645
"('linear', np.float64(79.1578947368421))",-1.7462232220006868
"('rbf', np.float64(84.36842105263158))",0.28019047899368293
"('rbf', np.float64(89.57894736842105))",0.27968044762444555
"('rbf', np.float64(94.78947368421052))",0.2782472937476016
"('poly', np.float64(100.0))",0.17786495040900166
"('linear', np.float64(53.25427801071164))",-0.021879112139884527
"('rbf', np.float64(32.9634644352491))",0.2265137451791756
"('linear', np.float64(98.46782416688974))",-4.40107540134215
"('rbf', np.float64(21.090305384992263))",0.1995088136549604
"('rbf', np.float64(46.02169671292617))",0.24480986239311475
"('poly', np.float64(82.36984430149374))",0.15193981479463106
