Best_individual,Fitness_values,Time (hours)
"(np.float64(-8.846774304661333), 'tanh', 200, 160, 160)",0.1215156311770495,0.0011557028690973917
"(np.float64(-8.846774304661333), 'tanh', 200, 160, 160)",0.1215156311770495,0.0006280578507317437
