hyperparameters,Accuracy_score
"(142.20000000000002, np.float64(-9.210340371976182))",0.49624171959274155
"(132.4, np.float64(-8.846774304661333))",0.5098129625089718
"(186.3, np.float64(-8.483208237346483))",0.4426195978569306
"(98.1, np.float64(-8.119642170031634))",0.5637172826901838
"(127.5, np.float64(-7.756076102716785))",0.5168701865939918
"(0.1, np.float64(-7.392510035401935))",0.9530519290117045
"(88.3, np.float64(-7.028943968087086))",0.5814024793445811
"(93.2, np.float64(-6.665377900772237))",0.57240914949565
"(156.9, np.float64(-6.301811833457387))",0.4771153422273895
"(127.5, np.float64(-5.938245766142538))",0.5168701865939918
"(68.7, np.float64(-5.574679698827689))",0.620936464734638
"(14.8, np.float64(-5.2111136315128395))",0.8029874079995831
"(132.4, np.float64(-4.84754756419799))",0.5098129625089718
"(117.7, np.float64(-4.483981496883141))",0.5315781277271152
"(73.6, np.float64(-4.1204154295682915))",0.6104524549522594
"(39.300000000000004, np.float64(-3.7568493622534422))",0.6965751054592138
"(132.4, np.float64(-3.393283294938593))",0.5098129625089718
"(29.500000000000004, np.float64(-3.0297172276237436))",0.7302032054696713
"(24.6, np.float64(-2.6661511603088943))",0.7502576192495978
"(0.1, np.float64(-2.3025850929940455))",0.9530519290117045
"(93.2, np.float64(-5.723564359690464))",0.57240914949565
"(161.8, np.float64(-5.594874417357934))",0.4710383992574949
"(29.500000000000004, np.float64(-3.615728744667086))",0.7302032054696713
"(88.3, np.float64(-2.5572520884053915))",0.5814024793445811
"(14.8, np.float64(-5.058868913176192))",0.8029874079995831
"(39.300000000000004, np.float64(-2.817226530301758))",0.6965751054592138
