Best_individual,Fitness_values,Time (hours)
"('huber', 2380, 12, 10, np.float64(-6.665377900772237))",0.7085193537407841,0.003016913202073839
"('huber', 2380, 12, 10, np.float64(-6.665377900772237))",0.7085193537407841,0.005594629579120212
