Best_individual,Fitness_values,Time (hours)
"('poisson', 'best', 42, 11, np.float64(-4.84754756419799))",0.1851663827566234,1.4159546958075629e-05
"('poisson', 'best', 42, 11, np.float64(-4.84754756419799))",0.1851663827566234,1.400801870557997e-05
